fips,percent_diff,state,county,votes_dem,votes_gop,total_votes
28125,-34.83904465212876,MS,Sharkey County,1290,619,1926
28127,30.85143658023826,MS,Simpson County,3871,7393,11416
28129,56.63049232398094,MS,Smith County,1598,5877,7556
28131,53.548994974874375,MS,Stone County,1400,4810,6368
28133,-40.31469274930895,MS,Sunflower County,6560,2768,9406
28135,-14.906303236797275,MS,Tallahatchie County,3337,2462,5870
28137,31.4426200719993,MS,Tate County,3804,7385,11389
28139,58.777206606146784,MS,Tippah County,1808,7182,9143
28141,73.73044524669073,MS,Tishomingo County,990,7117,8310
28143,-50.158821830782564,MS,Tunica County,2577,840,3463
28145,63.23193247758044,MS,Union County,1969,9161,11374
28147,15.214080216618717,MS,Walthall County,2475,3374,5909
28149,4.932465686006453,MS,Warren County,8518,9420,18287
28151,-36.414796513622946,MS,Washington County,9847,4541,14571
28153,25.844346549192366,MS,Wayne County,3493,5957,9534
28155,58.67834394904459,MS,Webster County,1001,3949,5024
28157,-36.43986583612842,MS,Wilkinson County,2826,1305,4174
28159,12.495724546801961,MS,Winston County,3778,4874,8771
28161,13.073621657312644,MS,Yalobusha County,2574,3366,6058
28163,-6.601293974929236,MS,Yazoo County,5221,4568,9892
30001,45.50898203592814,MT,Beaverhead County,1115,3243,4676
30003,-5.49662487945998,MT,Big Horn County,2061,1833,4148
30005,2.7470431133155286,MT,Blaine County,1187,1259,2621
30007,56.92605747497578,MT,Broadwater County,566,2329,3097
30009,32.16275536045923,MT,Carbon County,1824,3729,5923
30011,78.12097812097812,MT,Carter County,70,677,777
30013,21.57379183806339,MT,Cascade County,12053,19343,33791
30015,36.833916763905094,MT,Chouteau County,729,1676,2571
30017,47.93002915451895,MT,Custer County,1172,3638,5145
30019,59.03361344537815,MT,Daniels County,167,729,952
30021,58.45939027228299,MT,Dawson County,786,3298,4297
30023,-6.879726762625031,MT,Deer Lodge County,2018,1736,4099
30025,76.11940298507463,MT,Fallon County,154,1276,1474
30027,52.5596679349706,MT,Fergus County,1196,4235,5782
30029,36.507454923717056,MT,Flathead County,13233,30079,46144
30031,-0.9948436811133048,MT,Gallatin County,23879,23360,52169
30033,86.57342657342657,MT,Garfield County,34,653,715
30035,-29.744415375327026,MT,Glacier County,3076,1598,4969
30037,62.82051282051282,MT,Golden Valley County,71,365,468
30039,40.635641316685586,MT,Granite County,469,1185,1762
30041,17.268000630219003,MT,Hill County,2350,3446,6347
30043,32.501912777352715,MT,Jefferson County,1975,4099,6535
30045,53.40622371740958,MT,Judith Basin County,232,867,1189
30047,21.321135059699177,MT,Lake County,4703,7453,12898
30049,6.92643262011455,MT,Lewis and Clark County,14331,16665,33697
30051,51.633298208640674,MT,Liberty County,205,695,949
30053,50.5945945945946,MT,Lincoln County,2040,6720,9250
30057,44.711129991503824,MT,Madison County,1175,3280,4708
30055,66.66666666666666,MT,McCone County,154,858,1056
30059,55.36082474226804,MT,Meagher County,191,728,970
30061,40.88145896656535,MT,Mineral County,515,1322,1974
30063,-15.78634911211608,MT,Missoula County,30740,21699,57271
30065,67.80366056572379,MT,Musselshell County,331,1961,2404
30067,14.918286219081272,MT,Park County,3521,4872,9056
30069,77.11598746081505,MT,Petroleum County,30,276,319
30071,65.20726595249184,MT,Phillips County,315,1715,2147
30073,38.96731054977712,MT,Pondera County,737,1786,2692
30075,71.91977077363897,MT,Powder River County,127,880,1047
30077,53.03468208092485,MT,Powell County,549,2017,2768
30079,66.3265306122449,MT,Prairie County,100,555,686
30081,38.557766396228985,MT,Ravalli County,6166,14673,22063
30083,66.83291770573567,MT,Richland County,669,3885,4812
30085,6.253585771658061,MT,Roosevelt County,1504,1722,3486
30087,36.99731903485255,MT,Rosebud County,969,2211,3357
30089,52.069494123658664,MT,Sanders County,1211,4268,5871
30091,41.6986301369863,MT,Sheridan County,476,1237,1825
30093,-14.222801141297605,MT,Silver Bow County,8545,6252,16122
30095,56.60299003322259,MT,Stillwater County,904,3630,4816
30097,56.90900337024555,MT,Sweet Grass County,398,1580,2077
30099,42.92077632834871,MT,Teton County,803,2152,3143
30101,54.31119920713577,MT,Toole County,399,1495,2018
30103,65.98639455782312,MT,Treasure County,59,350,441
30105,46.917098445595855,MT,Valley County,886,2697,3860
30107,55.68669527896996,MT,Wheatland County,179,698,932
30109,75.98499061913697,MT,Wibaux County,55,460,533
30111,27.14804793196753,MT,Yellowstone County,21117,38675,64675
37001,12.946119196119197,NC,Alamance County,29268,38235,69264
37003,55.943590028316024,NC,Alexander County,3750,13826,18011
37005,47.736862293824316,NC,Alleghany County,1300,3789,5214
37007,-12.555320377140658,NC,Anson County,5785,4480,10394
37009,44.658054711246194,NC,Ashe County,3476,9353,13160
37011,56.526054590570716,NC,Avery County,1670,6226,8060
37013,24.488325776515953,NC,Beaufort County,8699,14478,23599
37015,-25.170575692963755,NC,Bertie County,5837,3476,9380
37017,9.464523915390966,NC,Bladen County,7021,8511,15743
37019,28.73094937179392,NC,Brunswick County,23117,42440,67255
37021,-14.57024541473678,NC,Buncombe County,74937,55339,134507
37023,39.35118762952335,NC,Burke County,10930,25741,37638
37025,19.97318740247467,NC,Cabarrus County,35048,53224,91002
37027,50.622429854253504,NC,Caldwell County,8403,26499,35747
37029,45.778497671593435,NC,Camden County,1266,3527,4939
37031,44.48116146157805,NC,Carteret County,9806,26228,36919
37033,11.497860199714694,NC,Caswell County,4549,5758,10515
37035,38.01027228593541,NC,Catawba County,21050,48062,71065
37037,-10.08444216990788,NC,Chatham County,20953,17012,39080
37039,57.01298701298702,NC,Cherokee County,2809,10711,13860
37041,14.321890827236917,NC,Chowan County,2965,3983,7108
37043,51.707731520815635,NC,Clay County,1352,4395,5885
37045,30.582051340145455,NC,Cleveland County,14896,28394,44137
37047,22.09441036128153,NC,Columbus County,8991,14177,23472
37049,21.792736475525082,NC,Craven County,17481,27556,46231
37051,-16.020642754939633,NC,Cumberland County,70523,50593,124402
37053,49.834983498349835,NC,Currituck County,2879,9070,12423
37055,22.11583986532695,NC,Dare County,7079,11283,19009
37057,49.35497757349368,NC,Davidson County,17328,52870,72013
37059,48.121779859484775,NC,Davie County,5228,15502,21350
37061,19.198097179748554,NC,Duplin County,8196,12151,20601
37063,-60.38407631042294,NC,Durham County,118783,27879,150543
37065,-32.178639516488865,NC,Edgecombe County,16152,8219,24653
37067,-10.257435843926983,NC,Forsyth County,92488,74793,172509
37069,11.735001003277373,NC,Franklin County,12811,16320,29902
37071,32.132768361581924,NC,Gaston County,30982,61467,94872
37073,9.00900900900901,NC,Gates County,2371,2851,5328
37075,61.04054714215926,NC,Graham County,761,3260,4094
37077,2.5,NC,Granville County,12827,13500,26920
37079,9.834019717958316,NC,Greene County,3570,4358,8013
37081,-20.028006204207276,NC,Guilford County,147949,97461,252087
37083,-26.879948555122386,NC,Halifax County,15642,8954,24881
37085,24.081859637415192,NC,Harnett County,16452,27278,44955
37087,27.954635893354556,NC,Haywood County,10414,18844,30156
37089,27.936982925541276,NC,Henderson County,19664,35535,56810
37091,-37.67326732673267,NC,Hertford County,6886,3081,10100
37093,-10.82534879811733,NC,Hoke County,9608,7676,17847
37095,14.034315882094148,NC,Hyde County,956,1275,2273
37097,36.8191559205718,NC,Iredell County,24441,54164,80727
37099,11.897356143079316,NC,Jackson County,7564,9706,18004
37101,30.665972821780425,NC,Johnston County,28153,54082,84553
37103,17.86068664417543,NC,Jones County,2041,2941,5039
37105,13.150429567190795,NC,Lee County,10380,13625,24676
37107,6.2823529411764705,NC,Lenoir County,11752,13354,25500
37109,47.69956145909909,NC,Lincoln County,9836,28653,39449
37113,41.49746192893401,NC,Macon County,4841,12035,17336
37115,25.861754513952217,NC,Madison County,3899,6735,10966
37117,0.5062436719541006,NC,Martin County,5814,5874,11852
37111,50.47808968655725,NC,McDowell County,4645,14517,19557
37119,-29.871122524543452,NC,Mecklenburg County,292258,154303,461834
37121,58.379466532461,NC,Mitchell County,1585,6225,7948
37123,25.871255131452532,NC,Montgomery County,4108,7070,11449
37125,29.583630042307206,NC,Moore County,16148,30273,47746
37127,0.25158305438884504,NC,Nash County,23024,23142,46903
37129,4.088764633933252,NC,New Hanover County,50219,54665,108737
37131,-26.19608646655056,NC,Northampton County,6113,3556,9761
37133,34.65428798497218,NC,Onslow County,17156,36342,55364
37135,-51.023424777652515,NC,Orange County,59105,18373,79830
37137,26.55050206733609,NC,Pamlico County,2427,4225,6772
37139,-2.1987738740863003,NC,Pasquotank County,8455,8082,16964
37141,30.404107565011824,NC,Pender County,9086,17317,27072
37143,28.081880212282034,NC,Perquimans County,2291,4143,6595
37145,17.323732062373725,NC,Person County,7772,11116,19303
37147,-7.380149238474905,NC,Pitt County,40967,35191,78264
37149,28.191737386925304,NC,Polk County,3715,6738,10723
37151,56.71932720270376,NC,Randolph County,13074,49156,63615
37153,10.147238611598363,NC,Richmond County,8290,10199,18813
37155,4.85882293303594,NC,Robeson County,18377,20294,39454
37157,29.985014743558757,NC,Rockingham County,14057,26463,41374
37159,36.74815308031326,NC,Rowan County,19208,42388,63078
37161,47.85311114097567,NC,Rutherford County,7451,21694,29764
37163,16.674467587175286,NC,Sampson County,10486,14761,25638
37165,-7.763952557665721,NC,Scotland County,7279,6212,13743
37167,50.185053139112426,NC,Stanly County,7008,21788,29451
37169,55.590118113785955,NC,Stokes County,4645,16976,22182
37171,50.71218772699997,NC,Surry County,7438,23495,31663
37173,22.91875626880642,NC,Swain County,2186,3557,5982
37175,22.482798165137616,NC,Transylvania County,6520,10441,17440
37177,15.470588235294116,NC,Tyrrell County,705,968,1700
37179,31.095795204448045,NC,Union County,34051,66265,103596
37181,-24.612893431838884,NC,Vance County,12168,7304,19762
37183,-20.50064586839942,NC,Wake County,298353,193607,510940
37185,-33.251012545688035,NC,Warren County,6668,3302,10123
37187,-15.208503679476696,NC,Washington County,3490,2560,6115
37189,-1.5016163231255866,NC,Watauga County,13953,13521,28769
37191,11.721258831085422,NC,Wayne County,21520,27360,49824
37193,55.17118402282454,NC,Wilkes County,6596,23613,30844
37195,-5.631367541829596,NC,Wilson County,19527,17410,37593
37197,61.527377521613836,NC,Yadkin County,3140,13815,17350
37199,32.4836867862969,NC,Yancey County,3181,6367,9808
38001,57.048092868988384,ND,Adams County,216,904,1206
38003,29.67827907862174,ND,Barnes County,1597,3156,5253
38005,4.381443298969072,ND,Benson County,842,927,1940
38007,73.3108108108108,ND,Billings County,58,492,592
38009,50.858306662787314,ND,Bottineau County,734,2482,3437
38011,68.85245901639344,ND,Bowman County,227,1445,1769
38013,73.81183317167799,ND,Burke County,118,879,1031
38015,46.15351794171609,ND,Burleigh County,10865,32499,46874
38017,10.718590988110194,ND,Cass County,31291,39738,78807
38019,44.6927374301676,ND,Cavalier County,476,1356,1969
38021,46.585160202360875,ND,Dickey County,551,1656,2372
38023,51.979780960404376,ND,Divide County,243,860,1187
38025,63.52887676216462,ND,Dunn County,356,1753,2199
38027,35.767022149302704,ND,Eddy County,354,790,1219
38029,74.3746809596733,ND,Emmons County,215,1672,1959
38031,52.44261330194232,ND,Foster County,346,1237,1699
38033,73.67303609341825,ND,Golden Valley County,99,793,942
38035,18.501565076907543,ND,Grand Forks County,10828,16325,29711
38037,66.93607641440119,ND,Grant County,187,1098,1361
38039,44.025661587810745,ND,Griggs County,298,847,1247
38041,68.51704996034893,ND,Hettinger County,168,1032,1261
38043,68.26215022091311,ND,Kidder County,179,1106,1358
38045,46.09929078014184,ND,LaMoure County,500,1475,2115
38047,73.30097087378641,ND,Logan County,112,867,1030
38049,56.457015258652774,ND,McHenry County,474,1991,2687
38051,60.57624736472241,ND,McIntosh County,233,1095,1423
38053,64.54070526774053,ND,McKenzie County,696,3661,4594
38055,52.95812524010757,ND,McLean County,1070,3827,5206
38057,67.90096406660824,ND,Mercer County,616,3715,4564
38059,53.01344310799511,ND,Morton County,3077,11319,15547
38061,33.424794213020704,ND,Mountrail County,1211,2551,4009
38063,28.866587957497046,ND,Nelson County,536,1025,1694
38065,70.65868263473054,ND,Oliver County,119,827,1002
38067,49.240219851277075,ND,Pembina County,681,2204,3093
38069,49.603960396039604,ND,Pierce County,431,1433,2020
38071,32.79034112686853,ND,Ramsey County,1505,3216,5218
38073,16.098403107466552,ND,Ransom County,836,1209,2317
38075,61.992031872509955,ND,Renville County,200,978,1255
38077,36.1260053619303,ND,Richland County,2064,4759,7460
38079,-24.22173675587111,ND,Rolette County,2097,1210,3662
38081,19.969666329625884,ND,Sargent County,693,1088,1978
38083,71.0594315245478,ND,Sheridan County,94,644,774
38085,-42.650807136788444,ND,Sioux County,758,256,1177
38087,74.7072599531616,ND,Slope County,42,361,427
38089,65.81097812628973,ND,Stark County,1745,9718,12115
38091,17.88617886178862,ND,Steele County,361,537,984
38093,42.48339706178306,ND,Stutsman County,2484,6706,9938
38095,37.6429199648197,ND,Towner County,305,733,1137
38097,26.501035196687372,ND,Traill County,1239,2263,3864
38099,40.17169271406559,ND,Walsh County,1166,2991,4543
38101,47.68623655113362,ND,Ward County,5792,18601,26861
38103,58.41836734693877,ND,Wells County,419,1793,2352
38105,66.33410487668608,ND,Williams County,1722,10033,12529
31001,45.0425144245369,NE,Adams County,3272,9205,13172
31003,72.54658385093168,NE,Antelope County,381,2717,3220
31005,84.03041825095056,NE,Arthur County,16,237,263
31007,86.41025641025641,NE,Banner County,18,355,390
31009,77.63578274760383,NE,Blaine County,30,273,313
31011,65.74816881757936,NE,Boone County,414,2299,2867
31013,54.547363999159835,NE,Box Butte County,953,3550,4761
31015,74.43082311733801,NE,Boyd County,128,978,1142
31017,77.70740975300824,NE,Brown County,153,1380,1579
31019,47.53626019436441,NE,Buffalo County,4690,14424,20477
31021,40.647175702526255,NE,Burt County,928,2360,3523
31023,60.75625958099131,NE,Butler County,690,3068,3914
31025,39.075263700531366,NE,Cass County,3461,8388,12609
31027,67.91284403669725,NE,Cedar County,572,3533,4360
31029,78.33603457590492,NE,Chase County,171,1621,1851
31031,74.82154445165476,NE,Cherry County,317,2623,3082
31033,63.64631210330488,NE,Cheyenne County,702,3610,4569
31035,64.00941809619913,NE,Clay County,470,2373,2973
31037,41.424968474148805,NE,Colfax County,857,2171,3172
31039,59.7542627883651,NE,Cuming County,712,3095,3988
31041,72.52687192566952,NE,Custer County,635,4616,5489
31043,15.484226477476238,NE,Dakota County,2904,4028,7259
31045,49.58077138065959,NE,Dawes County,785,2559,3578
31047,45.003535234503886,NE,Dawson County,2116,5935,8486
31049,70.52200614124871,NE,Deuel County,120,809,977
31051,54.118075801749264,NE,Dixon County,556,2041,2744
31053,35.32990173139916,NE,Dodge County,4451,9736,14959
31055,-1.3920585247641564,NE,Douglas County,105207,102151,219531
31057,77.3445732349842,NE,Dundy County,89,823,949
31059,51.754081278221605,NE,Fillmore County,610,2100,2879
31061,66.12318840579711,NE,Franklin County,250,1345,1656
31063,72.13740458015268,NE,Frontier County,161,1106,1310
31065,69.58963282937364,NE,Furnas County,304,1915,2315
31067,34.5341993099249,NE,Gage County,2930,6333,9854
31069,67.35653809971778,NE,Garden County,153,869,1063
31071,72.10743801652893,NE,Garfield County,121,819,968
31073,62.7,NE,Gosper County,165,792,1000
31075,88.07106598984772,NE,Grant County,20,367,394
31077,60.17167381974249,NE,Greeley County,210,911,1165
31079,37.49003797290328,NE,Hall County,6142,14139,21331
31081,58.955528355773154,NE,Hamilton County,873,3763,4902
31083,68.45764854614413,NE,Harlan County,219,1302,1582
31085,86.47058823529412,NE,Hayes County,30,471,510
31087,73.47222222222223,NE,Hitchcock County,158,1216,1440
31089,75.37658164290018,NE,Holt County,522,4275,4979
31091,76.08695652173914,NE,Hooker County,40,355,414
31093,58.82352941176471,NE,Howard County,544,2284,2958
31095,45.36443148688047,NE,Jefferson County,831,2387,3430
31097,38.42028278888347,NE,Johnson County,560,1348,2051
31099,60.73411474398519,NE,Kearney County,550,2519,3242
31101,66.99619771863118,NE,Keith County,560,3203,3945
31103,81.51750972762646,NE,Keya Paha County,39,458,514
31105,66.62591687041565,NE,Kimball County,227,1317,1636
31107,60.723959615858156,NE,Knox County,715,3181,4061
31109,-0.05932066285062749,NE,Lancaster County,60533,60456,129803
31111,58.14725022329973,NE,Lincoln County,2878,11992,15674
31113,81.59645232815964,NE,Logan County,32,400,451
31115,71.98952879581152,NE,Loup County,48,323,382
31119,56.284035540269414,NE,Madison County,2663,10518,13956
31117,84.96503496503497,NE,McPherson County,14,257,286
31121,62.39546803345023,NE,Merrick County,601,2914,3707
31123,69.52908587257618,NE,Morrill County,282,1788,2166
31125,61.10068792995622,NE,Nance County,280,1257,1599
31127,42.932454695222404,NE,Nemaha County,765,2068,3035
31129,63.21411983279145,NE,Nuckolls County,348,1709,2153
31131,38.686632779227914,NE,Otoe County,2017,4833,7279
31133,52.587519025875196,NE,Pawnee County,279,970,1314
31135,73.48377997179125,NE,Perkins County,160,1202,1418
31137,70.75287481015404,NE,Phelps County,571,3832,4609
31139,74.58100558659217,NE,Pierce County,382,3052,3580
31141,58.74563963835694,NE,Platte County,2612,10864,14047
31143,63.35697399527187,NE,Polk County,411,2019,2538
31145,70.61845485082,NE,Red Willow County,638,4212,5061
31147,51.44571740316422,NE,Richardson County,798,2684,3666
31149,77.80580075662043,NE,Rock County,70,687,793
31151,25.422314911366005,NE,Saline County,1630,2849,4795
31153,21.785526028207403,NE,Sarpy County,27704,44649,77781
31155,46.961690885072656,NE,Saunders County,2509,7486,10598
31157,48.94566390788053,NE,Scotts Bluff County,3151,9952,13895
31159,46.04075315965953,NE,Seward County,1881,5451,7754
31161,74.30799220272904,NE,Sheridan County,286,2192,2565
31163,51.835157759175786,NE,Sherman County,338,1143,1553
31165,74.04795486600845,NE,Sioux County,77,602,709
31167,63.901018922852984,NE,Stanton County,417,2173,2748
31169,57.520091848450065,NE,Thayer County,490,1993,2613
31171,81.13695090439276,NE,Thomas County,30,344,387
31173,5.027106949236077,NE,Thurston County,911,1013,2029
31175,65.97605893186004,NE,Valley County,337,1770,2172
31177,45.04913076341648,NE,Washington County,2606,7374,10584
31179,49.38502673796791,NE,Wayne County,828,2675,3740
31181,60.10669828097214,NE,Webster County,306,1320,1687
31183,68.62745098039215,NE,Wheeler County,62,377,459
31185,56.02621483375959,NE,York County,1181,4686,6256
33001,16.824328245603855,NH,Belknap County,13517,19315,34462
33003,5.670440078450263,NH,Carroll County,12987,14635,29063
33005,-12.629016553067185,NH,Cheshire County,22064,16876,41080
33007,9.131432317273024,NH,Coos County,6558,7951,15255
33009,-18.975332068311197,NH,Grafton County,28510,19010,50065
33011,0.20130850528434827,NH,Hillsborough County,99589,100013,210622
33013,-3.078724598082506,NH,Merrimack County,40198,37674,81982
33015,5.83950168989693,NH,Rockingham County,79994,90447,179005
33017,-8.572101651992108,NH,Strafford County,34894,29072,67918
33019,2.6514637346726393,NH,Sullivan County,10210,10796,22101
34001,-6.232385708070892,NJ,Atlantic County,54472,47882,105738
34003,-11.988332269868348,NJ,Bergen County,209251,163220,383965
34005,-14.781422446509529,NJ,Burlington County,108361,79539,194988
34007,-32.36979272989562,NJ,Camden County,142375,71020,220437
34009,19.86770025839793,NJ,Cape May County,18626,28237,48375
34011,-5.34158210419103,NJ,Cumberland County,27045,24213,53018
34013,-56.36007044508485,NJ,Essex County,231031,62059,299808
34015,0.42922796774286787,NJ,Gloucester County,66355,66949,138388
34017,-51.81333002358198,NJ,Hudson County,149980,45615,201425
34019,13.839222464651044,NJ,Hunterdon County,28797,38565,70582
34021,-36.168029887074404,NJ,Mercer County,93721,42604,141332
34023,-19.777972745411578,NJ,Middlesex County,164887,108981,282668
34025,9.464674419052633,NJ,Monmouth County,135825,165305,311474
34027,4.395856104931525,NJ,Morris County,114437,125376,248848
34029,33.998736478782085,NJ,Ocean County,81845,170103,259592
34031,-21.745223401498688,NJ,Passaic County,112608,71488,189099
34033,15.36618754277892,NJ,Salem County,11766,16256,29220
34035,-12.446758163748225,NJ,Somerset County,83839,64640,154249
34037,30.26536691037097,NJ,Sussex County,24132,46486,73860
34039,-35.47644551815302,NJ,Union County,145412,67582,219385
34041,25.601750547045953,NJ,Warren County,16991,29393,48442
35001,-17.818803013403198,NM,Bernalillo County,141960,93874,269861
35003,50.74110671936759,NM,Catron County,426,1453,2024
35005,36.4055756733965,NM,Chaves County,5530,12869,20159
35006,-6.7962382445141065,NM,Cibola County,3721,3179,7975
35007,8.556251185733258,NM,Colfax County,2118,2569,5271
35009,42.36627701027275,NM,Curry County,2776,7560,11292
35011,47.06533776301218,NM,De Baca County,192,617,903
35013,-17.956263343142346,NM,Dona Ana County,37543,25095,69324
35015,41.57147979306459,NM,Eddy County,5008,13124,19523
35017,-7.717881738304441,NM,Grant County,6226,5251,12633
35019,-20.5085682697623,NM,Guadalupe County,962,591,1809
35021,29.411764705882355,NM,Harding County,156,311,527
35023,6.862745098039216,NM,Hidalgo County,780,906,1836
35025,48.52898842765847,NM,Lea County,3877,12306,17369
35027,40.19873532068654,NM,Lincoln County,2329,5889,8856
35028,-20.268456375838927,NM,Los Alamos County,5443,3329,10430
35029,3.906142167011732,NM,Luna County,3195,3478,7245
35031,-39.77201673801164,NM,McKinley County,13162,4893,20791
35033,-35.85837793330589,NM,Mora County,1533,662,2429
35035,29.14544713790996,NM,Otero County,6033,11756,19636
35037,33.57746478873239,NM,Quay County,1016,2208,3550
35039,-40.29931604252725,NM,Rio Arriba County,9534,3583,14767
35041,41.33219470538002,NM,Roosevelt County,1445,3865,5855
35043,-2.7344588015908378,NM,Sandoval County,27405,25748,60597
35045,33.100976339167914,NM,San Juan County,12826,27879,45476
35047,-46.3984243106359,NM,San Miguel County,7249,2302,10662
35049,-51.023087240660935,NM,Santa Fe County,49956,14198,70082
35051,27.256775199844025,NM,Sierra County,1600,2998,5129
35053,-10.109532267613973,NM,Socorro County,3275,2592,6756
35055,-52.04352441613588,NM,Taos County,10550,2706,15072
35057,30.8,NM,Torrance County,1770,3695,6250
35059,53.08056872037915,NM,Union County,318,1214,1688
35061,8.647166361974405,NM,Valencia County,10810,13175,27350
32510,14.051007355292613,NV,Carson City,9610,13125,25016
32001,51.371616678858814,NV,Churchill County,2210,7828,10936
32003,-10.647343096152314,NV,Clark County,401068,319571,765421
32005,32.12299522801479,NV,Douglas County,8453,17406,27871
32007,54.68859530870854,NV,Elko County,3400,13542,18545
32009,62.4113475177305,NV,Esmeralda County,65,329,423
32011,75.99531615925058,NV,Eureka County,74,723,854
32013,48.73309497901446,NV,Humboldt County,1386,4521,6433
32015,59.055118110236215,NV,Lander County,403,1828,2413
32017,65.0093808630394,NV,Lincoln County,285,1671,2132
32019,41.490615268075075,NV,Lyon County,6146,16005,23762
32021,27.1407110665999,NV,Mineral County,637,1179,1997
32023,41.98142098815843,NV,Nye County,5095,13320,19592
32027,49.09182643794147,NV,Pershing County,430,1403,1982
32029,33.77638780297107,NV,Storey County,752,1616,2558
32031,-1.1959939220764328,NV,Washoe County,97032,94529,209282
32033,53.432282003710576,NV,White Pine County,707,2723,3773
36001,-24.313138709369326,NY,Albany County,74775,44227,125644
36003,42.30611887090176,NY,Allegany County,4473,11712,17111
36005,-79.13430698021774,NY,Bronx County,318403,34424,358857
36007,3.6893003850264625,NY,Broome County,35212,38077,77657
36009,34.36000138116778,NY,Cattaraugus County,8717,18668,28961
36011,13.251892178993494,NY,Cayuga County,12202,16194,30124
36013,24.578279095198557,NY,Chautauqua County,17281,29418,49381
36015,19.975899984937488,NY,Chemung County,12394,19025,33195
36017,28.05167559211616,NY,Chenango County,5943,11024,18113
36019,-0.9338219747691874,NY,Clinton County,13446,13181,28378
36021,-1.3465419189139607,NY,Columbia County,13123,12756,27255
36023,6.681502388189318,NY,Cortland County,7976,9207,18424
36025,29.176510293621327,NY,Delaware County,5825,11012,17778
36027,1.072388289420045,NY,Dutchess County,56874,58163,120199
36029,-4.761407756857179,NY,Erie County,192065,173817,383248
36031,3.4153458452152,NY,Essex County,6760,7275,15079
36033,7.387113810404014,NY,Franklin County,6517,7636,15148
36035,35.54669529213311,NY,Fulton County,5805,12759,19563
36037,36.95376691329763,NY,Genesee County,6946,15986,24463
36039,27.431236419524087,NY,Greene County,6370,11546,18869
36041,38.80208333333333,NY,Hamilton County,752,1795,2688
36043,34.52042372532047,NY,Herkimer County,7289,15664,24261
36045,22.350640632752533,NY,Jefferson County,12289,19947,34263
36047,-61.82983940666894,NY,Kings County,595086,133653,746295
36049,39.64313421256788,NY,Lewis County,2828,6916,10312
36051,27.84491279533208,NY,Livingston County,10478,19211,31363
36053,15.891501168224298,NY,Madison County,10548,14901,27392
36055,-14.115265926212818,NY,Monroe County,174063,128871,320164
36057,26.482394770042433,NY,Montgomery County,5961,10579,17438
36059,-5.3109402333698545,NY,Nassau County,307326,275479,599649
36061,-77.2016747608934,NY,New York County,515481,58935,591368
36063,18.994186046511626,NY,Niagara County,32888,49223,86000
36065,21.151461681529877,NY,Oneida County,30749,48490,83876
36067,-12.834831893812318,NY,Onondaga County,102915,78277,191962
36069,8.622860020140987,NY,Ontario County,20233,24343,47664
36071,6.459542602999581,NY,Orange County,63037,72129,140753
36073,43.385958617390266,NY,Orleans County,4327,11582,16722
36075,23.244639862200263,NY,Oswego County,15614,25870,44122
36077,13.025538568450312,NY,Otsego County,9285,12284,23024
36079,17.829176662291225,NY,Putnam County,17363,25241,44186
36081,-53.40156071327754,NY,Queens County,473389,138550,627021
36083,2.8700883453804305,NY,Rensselaer County,30039,31933,65991
36085,16.776010860659415,NY,Richmond County,67561,95612,167209
36087,-5.0878226281435825,NY,Rockland County,63454,57148,123943
36091,4.363573480386976,NY,Saratoga County,46546,51088,104089
36093,-5.844651057132194,NY,Schenectady County,30870,27268,61629
36095,34.68791919829559,NY,Schoharie County,3777,8173,12673
36097,28.707111480470143,NY,Schuyler County,2761,5179,8423
36099,12.131688536182917,NY,Seneca County,5175,6719,12727
36089,10.783979063548955,NY,St. Lawrence County,14659,18450,35154
36101,36.160842258879946,NY,Steuben County,11215,25091,38373
36103,8.222527648149331,NY,Suffolk County,276953,328403,625720
36105,13.742502546305028,NY,Sullivan County,10983,14626,26509
36107,27.612375948628138,NY,Tioga County,6852,12528,20556
36109,-42.14374652290248,NY,Tompkins County,25555,9647,37747
36111,-9.137345398916171,NY,Ulster County,40010,32962,77134
36113,10.58473592571097,NY,Warren County,11366,14284,27568
36115,20.231239676800143,NY,Washington County,8238,12770,22401
36117,26.11344882234002,NY,Wayne County,12378,21935,36598
36119,-32.76751227193228,NY,Westchester County,245670,121643,378506
36121,50.97665847665848,NY,Wyoming County,3585,11884,16280
36123,21.84958217270195,NY,Yates County,3219,5180,8975
39001,55.60878604356865,OH,Adams County,2293,8445,11063
39003,38.182184783582755,OH,Allen County,12815,29858,44636
39005,47.81091634128105,OH,Ashland County,5659,17169,24074
39007,19.000728478484767,OH,Ashtabula County,15191,22755,39809
39009,-16.950001789484986,OH,Athens County,15552,10816,27941
39011,62.57655293088364,OH,Auglaize County,3825,18130,22860
39013,39.548744146445294,OH,Belmont County,8652,20729,30537
39015,52.181409687026495,OH,Brown County,4270,14257,19139
39017,28.34605930341642,OH,Butler County,56700,104441,168422
39019,46.40431014289061,OH,Carroll County,3124,9067,12807
39021,44.473489799397626,OH,Champaign County,4488,12314,17597
39023,19.532036229453205,OH,Clark County,22666,34311,59620
39025,41.329117204914205,OH,Clermont County,26096,65960,96455
39027,52.613259668508285,OH,Clinton County,3943,13466,18100
39029,41.56558626632199,OH,Columbiana County,12273,31086,45261
39031,43.265824476973464,OH,Coshocton County,3908,10381,14961
39033,46.77039888781949,OH,Crawford County,4518,13265,18702
39035,-34.99134132332013,OH,Cuyahoga County,383974,179894,583230
39037,61.212,OH,Darke County,4395,19698,25000
39039,34.81876931722394,OH,Defiance County,5282,11478,17795
